source_user_id,target_user_id,tweet_id
1076040160670699520,1076040160670699520,1609431226472964104
3121733025,1392933587146743808,1609431520044883968
51658806,430995737,1609432107549589505
51658806,1327364833566724096,1609432146242048006
1191969099624128512,1498868984556392449,1609433041872556032
1191969099624128512,1392933587146743808,1609433059903823872
1371551211351121920,1392933587146743808,1609433298979135488
1371551211351121920,1498868984556392449,1609433803172233216
840193038983016449,68433676,1609434377691201536
88376816,2665207585,1609435028223848449
1555512688905576460,1316614466667126786,1609435322252955654
844554115745230848,2430683244,1609437007457169409
1303846571629576192,1392933587146743808,1609437553496563712
1426202652220739588,203872812,1609437709151371265
865094478956306432,2430683244,1609437731247247360
1317255963762634752,1403861754808049666,1609437735428710403
1454693735887949827,2908261119,1609438129051639808
287099373,253226425,1609438709237047296
15798320,779429942425628672,1609440359901274114
1565280726156804099,1403861754808049666,1609440825200545797
1565280726156804099,779429942425628672,1609440845710729216
1565069535329144833,2430683244,1609440953575837696
1503743981770973204,1392933587146743808,1609442297665720320
1263679107684073472,2430683244,1609442872578961409
1369904498890657798,1403861754808049666,1609443376478261249
1459829084318482434,1403861754808049666,1609444145185136640
1459829084318482434,1403861754808049666,1609444170984292352
1068635413089263616,1133638366677700609,1609444485930553345
1496310388555763714,68433676,1609447122792849408
1345319606802640896,1563208730,1609447272164560896
910516924576096261,68433676,1609447413827178497
1531384524256514048,2444237406,1609447551094214656
1275263857980616705,2444237406,1609447569389748224
1466468672269168641,1133638366677700609,1609447736939810818
1191969099624128512,1184142010736922624,1609448163735117825
1443195611461795841,1199695586343022594,1609448359944937472
1443195611461795841,2277402223,1609448359944937472
1443195611461795841,2376754662,1609448359944937472
1443195611461795841,2150403589,1609448359944937472
1443195611461795841,1247837609172201472,1609448359944937472
1598738260855066624,1133638366677700609,1609448779345690627
322278613,765180664966766592,1609449225451933697
790154363603865601,2544501210,1609449241310810118
3229980963,1403861754808049666,1609449342540161025
79104500,2430683244,1609449771630227456
1496310388555763714,68433676,1609450536947924992
1605509758953193473,1426766697281642504,1609451267138662402
1371551211351121920,2540402422,1609451497749610496
1371551211351121920,1436129268858245122,1609452001947013121
235887685,15221598,1609452955916242945
1164155394090000384,1165196150170955777,1609453350076178434
4157353667,1014914029758894080,1609454245266460675
1483440450405289985,634448951,1609454641691099136
222005191,1193120599247224832,1609454958344019968
1518281938330701824,779429942425628672,1609455857754079233
1609445540139253760,1485689970593468416,1609456240249241601
904233170999984128,3396828819,1609456838147444736
996806586164170752,3489768920,1609457068091768832
996806586164170752,4723068481,1609457068091768832
996806586164170752,743517005920141314,1609457068091768832
996806586164170752,889831687684620288,1609457068091768832
996806586164170752,825566197714403328,1609457068091768832
996806586164170752,747394011904643073,1609457068091768832
996806586164170752,867724794313166849,1609457068091768832
996806586164170752,740884370764898305,1609457068091768832
996806586164170752,759986787339108352,1609457068091768832
996806586164170752,1176777819512168449,1609457068091768832
620157292,1285429928427757568,1609457542777966594
1231873628016242689,1133638366677700609,1609457649917251586
1519951648990593024,345673106,1609457685413662720
1271147717679513601,1392933587146743808,1609458176541315072
1602557548519100416,849455943893090304,1609458197311680512
1281685009368260608,420314328,1609458810598428672
1371551211351121920,3396828819,1609461109441839104
116661436,741343590,1609461367555391488
2443941850,1165196150170955777,1609461926580391936
2443941850,1165196150170955777,1609462212153810948
270388830,68433676,1609463227221528577
1191969099624128512,3396828819,1609463268610818049
21855007,903136272935297025,1609463814441013249
21855007,3192411439,1609463814441013249
21855007,958397811065679873,1609463814441013249
21855007,1181906273152843777,1609463814441013249
21855007,956888676,1609463814441013249
21855007,844890761409777664,1609463814441013249
1189956284688109568,2540402422,1609464097141133312
1549345570375905280,1549345570375905280,1609464477979914242
969834639337644032,1603250511888932864,1609464513320869888
969834639337644032,997366953571422208,1609464513320869888
1412669107275718656,1354157107457765377,1609466314506080256
1465575648995409921,18839785,1609466618308079616
1465575648995409921,1251083774,1609466618308079616
1465575648995409921,3437532637,1609466618308079616
1465575648995409921,2892809359,1609466618308079616
1465575648995409921,2591161099,1609466618308079616
1465575648995409921,1447949844,1609466618308079616
95859603,1403861754808049666,1609467385861242880
741271117,741343590,1609467727294472192
95859603,314535201,1609467830046531584
1276323151937449984,68433676,1609467998947139586
969834639337644032,780812842584854528,1609469737758597120
969834639337644032,76992570,1609469737758597120
411419084,776689892029890562,1609471495469928450
709564705304498176,776689892029890562,1609471503338201088
595054024,68433676,1609472059176013826
1488167524084719622,68433676,1609472107561291776
1074114207560257536,1133638366677700609,1609472127799005186
1371551211351121920,776689892029890562,1609472729274630145
1044692429117558784,1403861754808049666,1609473328787427330
1269358459977437184,68433676,1609473688205656064
139261738,2687005844,1609473781013045251
1498753359658242050,971614365165158401,1609474088262684672
1498753359658242050,1391246477603655682,1609474088262684672
1498753359658242050,597005005,1609474088262684672
1498753359658242050,1526390770055659520,1609474088262684672
1498753359658242050,448636838,1609474088262684672
1498753359658242050,3282812089,1609474088262684672
1498753359658242050,1526392843215970304,1609474088262684672
1498753359658242050,1487792987757170688,1609474088262684672
1498753359658242050,1525545790818484224,1609474088262684672
1498753359658242050,1518819148180377600,1609474088262684672
1498753359658242050,1526390138120458240,1609474088262684672
1498753359658242050,1524908636417425421,1609474088262684672
1498753359658242050,1524903314902732805,1609474088262684672
1498753359658242050,700654183762890752,1609474088262684672
1720858015,1133638366677700609,1609474172488679425
2749537619,1919633502,1609474169900797953
537315636,68965061,1609474370782564352
108051742,108051742,1609474667126849536
1609180689190064136,1559347268230209538,1609474994337185792
896057234,1107948885501231109,1609476638248411139
1253873859964608517,1539497663204315137,1609477031309475840
1043157987471380486,37794688,1609477474038980608
1043157987471380486,917007096209723392,1609477474038980608
858134848409542656,1133638366677700609,1609477611247513602
1264433760,1264433760,1609477816734699521
1264433760,1264433760,1609477872091267072
1264433760,1264433760,1609477885215277057
1264433760,1264433760,1609477985773539330
1191969099624128512,1264433760,1609478349235052544
1191969099624128512,1264433760,1609478394034388992
1191969099624128512,1264433760,1609478412598484993
1433819682365050881,517021184,1609478528671846400
1371551211351121920,1043157987471380486,1609478791784431617
1463701680566915075,741899470997094400,1609479591097413632
708324222,1133638366677700609,1609480350933323776
1397041190596345858,1133638366677700609,1609480550729027585
1402452092862623745,1043157987471380486,1609480667687182337
1566723107435425792,2430683244,1609480854702796802
2725879201,965097576,1609481267250352135
2834010100,3236518452,1609481406261895168
1358433657850109958,2834010100,1609481434477068288
883325323491901441,2834010100,1609481453519372289
1101453391086211072,2834010100,1609481464852144134
1243990473934622720,2834010100,1609481633660387329
1243990473934622720,2834010100,1609481633643593728
1243990473934622720,2834010100,1609481633328930817
1600914322355818498,2834010100,1609481762576506883
1600914322355818498,2834010100,1609481762551349248
1600914322355818498,2834010100,1609481762542948352
1600914322355818498,2834010100,1609481762513600512
1600914322355818498,2834010100,1609481762513494018
1600914322355818498,2834010100,1609481762500972544
1371551211351121920,1494232274325356545,1609481825046380546
29299753,68433676,1609482101665009668
1495368377547644929,1172082806660354049,1609483861326721025
1495368377547644929,2328510734,1609483861326721025
1495368377547644929,740079724450353152,1609483861326721025
1101453391086211072,1101453391086211072,1609484274285309952
3197518417,68433676,1609484324918755328
2810860087,68433676,1609485158800936960
947212632,19302499,1609485287574347776
1520019204967129093,2834010100,1609485593691717632
1556989318924754947,1043157987471380486,1609485723270533121
1487413099904729091,1471292184083120132,1609486059725000704
1487413099904729091,1495368377547644929,1609486059725000704
1224052275901091840,1502679077920161800,1609488155727519746
4313447303,1403861754808049666,1609488160618315777
1345319606802640896,1224052275901091840,1609488178431270912
1457099526112563204,1509360672517550084,1609488463715340289
1101453391086211072,2834010100,1609489556012769280
483970626,1403861754808049666,1609489902881886209
1358433657850109958,1101453391086211072,1609490006720102400
883325323491901441,1101453391086211072,1609490180628430850
628765360,862802146395275264,1609490727112671232
628765360,57133313,1609490727112671232
628765360,533491164,1609490727112671232
68433676,68433676,1609490743248158720
411419084,68433676,1609490769689313280
952544554544230405,1403861754808049666,1609491863559409666
961640211179606016,2801562837,1609492492000403456
1086671425400754176,925736427400433665,1609493352264925184
893940623304216576,68433676,1609493364772069377
1511590589405536259,68433676,1609493411148570628
1191969099624128512,68433676,1609493439443353600
1191969099624128512,1539497663204315137,1609493488625762304
322559453,1133638366677700609,1609493858295111681
1520067665741680641,68433676,1609493884333170688
785099695895015424,1403861754808049666,1609494137283432449
1328260377013067776,1539497663204315137,1609495724974084098
416332992,68433676,1609496759167754240
18384297,15221598,1609496868584669184
1320936961,1539497663204315137,1609497077322551299
1265351627826921478,68433676,1609497291681067015
68433676,68433676,1609497735207477251
1200330399102197761,68433676,1609497928133115904
1371551211351121920,68433676,1609497991471144960
1564987833168920576,1721075600,1609498338084413440
1364130692075028483,68433676,1609499489689128961
154270809,68433676,1609499716881977344
170415029,68433676,1609499799941775361
155097013,68433676,1609499884004032512
1132890775891505152,68433676,1609500062178050048
1488826979025657859,1403861754808049666,1609500203920379905
1462668089980555265,1403861754808049666,1609500296731918336
174936822,68433676,1609500471793778689
141738772,68433676,1609500722835374080
160685654,68433676,1609500976121274369
1565280726156804099,68433676,1609501195533426688
1583958193,68433676,1609501227171315712
1564585764,68433676,1609501500513861634
154397873,68433676,1609501731855163392
1565280726156804099,1403861754808049666,1609501769473613825
143533381,68433676,1609501983920082945
1474855328818741249,68433676,1609502327047884801
1364130692075028483,68433676,1609502340771418112
1297927633834049538,99674560,1609502700374196224
1056560259521789957,1165196150170955777,1609503499867557889
1188728959,1403861754808049666,1609504468588011520
1174982905728249856,1403861754808049666,1609504714122461186
1403861754808049666,123287597,1609505068629504002
1403861754808049666,10668202,1609505068629504002
1364130692075028483,1403861754808049666,1609505109360140289
1364130692075028483,1193120599247224832,1609505947935821824
2757172241,839218242,1609506007956455426
1565280726156804099,1264433760,1609506272721657858
1547891614873333761,1479425448568307712,1609506358629392387
1565280726156804099,1193120599247224832,1609506542985920513
1565280726156804099,1193120599247224832,1609506587340595201
2880970217,212040431,1609506662397640705
1049393209871409159,1165196150170955777,1609507163390595074
1533209625176248326,1264433760,1609507563024048128
2933447393,789909025492205568,1609507931355070467
1531384524256514048,2444237406,1609508014372823041
1275263857980616705,2444237406,1609508113207508994
1511590589405536259,789909025492205568,1609508514640052224
1511590589405536259,1193120599247224832,1609508511968555009
1191969099624128512,789909025492205568,1609508539197804547
1191969099624128512,1193120599247224832,1609508548966236162
1431556267978502145,1354157107457765377,1609509062240002050
3229980963,789909025492205568,1609509713170894848
3229980963,1193120599247224832,1609509759627018240
952544554544230405,1403861754808049666,1609510607757139968
1371551211351121920,1193120599247224832,1609510628934275073
1565280726156804099,1129705503007944704,1609510781887946752
4926382652,1403861754808049666,1609511081193635840
1371551211351121920,789909025492205568,1609511133311819778
4926382652,1403861754808049666,1609511284961341440
1585213462619332610,1110930569989365760,1609511463336411137
1371551211351121920,1354157107457765377,1609511637693644800
1174982905728249856,1403861754808049666,1609512262594711552
709564705304498176,1403861754808049666,1609512271419478017
1010498049058201600,1403861754808049666,1609512302813798402
1364130692075028483,1403861754808049666,1609512407960788994
1364130692075028483,1403861754808049666,1609512575544213504
27339215,628765360,1609512689046257664
1566906566695174144,148633641,1609512949093175297
555269943,1403861754808049666,1609513171831914499
933613870756892673,602280705,1609513536052510721
1579945428660920351,1551474274745081858,1609514543163514880
1594688265814126592,1110930569989365760,1609515286700621826
333825255,68433676,1609515291385683968
1127630178644054018,1110930569989365760,1609516215793324033
1403861754808049666,2371409042,1609516517141405697
1257992259049369601,1073361607,1609516551899865094
1371551211351121920,68433676,1609516699266547712
1403861754808049666,1109544277196054533,1609516925440212994
1403861754808049666,1543384902485377025,1609516925440212994
1403861754808049666,967382282402254848,1609516925440212994
1403861754808049666,10668202,1609516925440212994
1364130692075028483,1403861754808049666,1609516938471825409
1451534649474359308,1403861754808049666,1609517243339243526
1264433760,1264433760,1609519012953853953
1243140150999293955,15221598,1609519134840086528
1164155394090000384,1165196150170955777,1609519431729950726
2912679671,1403861754808049666,1609519604115668994
326878418,1403861754808049666,1609519644842332162
285620205,2430683244,1609521334727630850
2621980820,1133638366677700609,1609521344114487297
36117076,16093478,1609521967614550016
130344472,1264433760,1609522286054498310
734027402771333121,148633641,1609522407399915520
326878418,68433676,1609522597179412480
1295341819174191104,1502637045025583110,1609523207849009161
1371551211351121920,1502637045025583110,1609523269366857729
1437427411205779463,60649803,1609523271938211840
1191969099624128512,1502637045025583110,1609523640768364545
1191969099624128512,1264433760,1609523687941722113
1600914322355818498,1502637045025583110,1609524041051787264
1600914322355818498,1502637045025583110,1609524040930050048
1600914322355818498,1502637045025583110,1609524040900743168
1403861754808049666,10668202,1609524112589815809
1364130692075028483,1403861754808049666,1609524152137826306
1582584003563225089,1403861754808049666,1609524171997958145
357472057,1403861754808049666,1609524594158731265
1533009832306941953,1403861754808049666,1609524661242531847
252594361,1607797085629194242,1609524716855005187
252594361,67577895,1609524716855005187
252594361,208417986,1609524716855005187
252594361,2761843375,1609524716855005187
252594361,964402603491606529,1609524716855005187
252594361,964398024460922880,1609524716855005187
252594361,319485914,1609524716855005187
252594361,601273950,1609524716855005187
252594361,1434929622,1609524716855005187
252594361,414909048,1609524716855005187
252594361,38150247,1609524716855005187
252594361,2230987464,1609524716855005187
252594361,23967554,1609524716855005187
252594361,1929596791,1609524716855005187
252594361,80943427,1609524716855005187
252594361,430995737,1609524716855005187
252594361,238083320,1609524716855005187
1405901684652580872,1403861754808049666,1609524749318721536
1458511975932121096,1403861754808049666,1609524877936967680
737142202481016832,1403861754808049666,1609524917938327552
893940623304216576,1403861754808049666,1609525032849383424
3180965054,1403861754808049666,1609525038390349826
1530595607441813504,1403861754808049666,1609525149531000834
2835501666,1479425448568307712,1609525244276150272
889763039045705728,1403861754808049666,1609525408591921152
1533138424265334786,1403861754808049666,1609525503060316160
1438824923317903366,1403861754808049666,1609525642361729025
911974248331190272,246231045,1609525846683029505
1532690518991425537,1403861754808049666,1609525846573735937
709564705304498176,1403861754808049666,1609525861551595523
1533181242526556162,1403861754808049666,1609525911988174849
1544870956648349697,1403861754808049666,1609526085972119552
1405910497556324365,1403861754808049666,1609526180612390913
912927251926151168,1403861754808049666,1609526184408408064
1543384902485377025,1403861754808049666,1609526232915255296
268270696,1403861754808049666,1609526398783295491
1497875868617613312,1133638366677700609,1609526793027063812
2808393240,1403861754808049666,1609526861733974019
2808393240,2711212681,1609526933037146116
85358260,1403861754808049666,1609527216920035329
19284888,1403861754808049666,1609527389167685634
3572912359,68433676,1609527414975086592
252594361,1607797085629194242,1609527725903183873
252594361,67577895,1609527725903183873
252594361,208417986,1609527725903183873
252594361,2761843375,1609527725903183873
252594361,964402603491606529,1609527725903183873
252594361,964398024460922880,1609527725903183873
252594361,319485914,1609527725903183873
252594361,601273950,1609527725903183873
252594361,1434929622,1609527725903183873
252594361,414909048,1609527725903183873
252594361,38150247,1609527725903183873
252594361,2230987464,1609527725903183873
252594361,23967554,1609527725903183873
252594361,1929596791,1609527725903183873
252594361,80943427,1609527725903183873
252594361,430995737,1609527725903183873
252594361,238083320,1609527725903183873
1371551211351121920,3512757083,1609527817452109825
822828876,920391962720694272,1609528429073862656
897436582130589697,1133638366677700609,1609528726215348224
1155470031225884675,1403861754808049666,1609528965789802497
314535201,1403861754808049666,1609529058164973569
1582584003563225089,314535201,1609529086229069824
73624511,1403861754808049666,1609529103870492672
983348372307296256,1133638366677700609,1609529225735962624
73624511,68433676,1609529300252004352
2933447393,68433676,1609529367939399682
1155470031225884675,314535201,1609530033382776839
1264433760,1264433760,1609530461327601667
2808393240,1403861754808049666,1609531233004060672
1565280726156804099,68433676,1609531789235703809
1495756903670075395,1354157107457765377,1609532036515090442
1371551211351121920,1264433760,1609532361321979904
1494683396664356867,1393059743426654208,1609532454699925505
19695907,1264433760,1609532837308370952
1371551211351121920,1403861754808049666,1609532868027453440
1371551211351121920,1264433760,1609533372509945857
2365574373,1403861754808049666,1609533549845123072
1582584003563225089,1193120599247224832,1609534277242261506
486897633,1403861754808049666,1609535869811130368
260149792,68433676,1609536055258275840
928368301755064320,68433676,1609536492233261056
1584263130913378305,744918288,1609536658642436096
1584263130913378305,14291684,1609536658642436096
36032128,1403861754808049666,1609537031599960064
141174934,1403861754808049666,1609537818816122882
144588063,1360559437,1609538509488128000
1191969099624128512,26486556,1609538738010324992
1191969099624128512,1403861754808049666,1609538764803555329
1191969099624128512,988858824890044416,1609538803823247362
1191969099624128512,1584263130913378305,1609538827693051905
3697294275,522158788,1609539537448931329
3697294275,522158788,1609539556935622656
1608464133707685891,73559030,1609540426096312320
1608464133707685891,26997136,1609540426096312320
1608464133707685891,376848688,1609540426096312320
1608464133707685891,60667117,1609540426096312320
1608464133707685891,116372682,1609540426096312320
1608464133707685891,415860281,1609540426096312320
1608464133707685891,99916742,1609540426096312320
1608464133707685891,808679633583357952,1609540426096312320
2946531122,16093478,1609540675107958786
1538461637807595521,68433676,1609540906184593409
1364130692075028483,1403861754808049666,1609541217791971334
84676394,1403861754808049666,1609541658894376961
262749118,3438143091,1609541676967632896
1364130692075028483,1403861754808049666,1609541805548134402
1371551211351121920,1403861754808049666,1609541954131398663
1573501272,1224052275901091840,1609542278476926978
1940411430,1403861754808049666,1609542320394850304
22763833,932841093707661312,1609542458580287494
1565280726156804099,1403861754808049666,1609542756308746243
1371551211351121920,1403861754808049666,1609542969157197827
1554589610881286145,1584263130913378305,1609543158765092867
409997594,1403861754808049666,1609543473044021250
1253982074542981121,1049363221923221506,1609543808756187137
1403861754808049666,123287597,1609544103284604928
1403861754808049666,10668202,1609544103284604928
1364130692075028483,1403861754808049666,1609544153918050305
33291730,1403861754808049666,1609544565421379584
2729348017,68433676,1609545702195007488
2729348017,68433676,1609545715746758656
2729348017,68433676,1609545729919311872
1565280726156804099,68433676,1609546694378622977
221320213,1165196150170955777,1609546900083974145
46647143,430995737,1609547411650760709
1465977386613182464,1403861754808049666,1609547728731738116
1527530359226871808,1217483034888458240,1609548022639202305
1269380912929792001,948593357151981568,1609548148577374209
1345319606802640896,1585589059,1609548500949254145
104974531,104974531,1609548792180637698
104974531,177214226,1609548792180637698
104974531,54951973,1609548792180637698
104974531,783214,1609548792180637698
104974531,1276692228,1609548792180637698
104974531,17850785,1609548792180637698
2820436394,948593357151981568,1609549036729831424
267010316,16093478,1609549067557933056
411743553,2515472100,1609549241596116993
411743553,411743553,1609549313931190274
488396617,1585589059,1609549321007161344
1378700287691526144,68433676,1609549389089103873
1542203654777749504,430995737,1609549722875723776
165329952,10668202,1609549912584196100
165329952,1403861754808049666,1609549912584196100
141730029,1403861754808049666,1609550447123091456
1531384524256514048,1179077092320960513,1609550529763352576
17995612,372299022,1609550743459229697
1345319606802640896,1014914029758894080,1609550816322502656
150688427,23638544,1609550901693251584
893940623304216576,165329952,1609551087916163073
1364130692075028483,165329952,1609551116907208713
1557034392899358720,849455943893090304,1609551398961807362
1441586830458044416,1495368377547644929,1609551569447718916
159182079,1046843418024898560,1609551769310466054
1609262338019938307,948593357151981568,1609552006116696064
1565280726156804099,165329952,1609552115218669568
73624511,314535201,1609553253242646529
840502126409330688,2665207585,1609553620474933250
95385202,27648752,1609554208994336768
1331195092309307395,948593357151981568,1609554557994143744
1487019684620914693,1403861754808049666,1609554772549586948
1487019684620914693,1403861754808049666,1609554814546972672
1364130692075028483,1403861754808049666,1609554891915100165
1548723659593854976,253226425,1609555199424888832
767979093912653824,839218242,1609555369394671619
1363664838371676160,2430683244,1609556160163741697
848125192861872128,1372497641116946436,1609556434882027525
57283059,1395688027050201090,1609556447582650369
56991207,430995737,1609556638452842498
369214263,1403861754808049666,1609556648514957314
49938527,948593357151981568,1609557798404104192
369214263,1403861754808049666,1609557810445942784
1321234122,948593357151981568,1609558254182432769
27998263,1585589059,1609558561172115457
4288416017,948593357151981568,1609558590657896450
1269107130776223745,3236518452,1609558689861767168
1582584003563225089,1269107130776223745,1609558715337670656
1264433760,1264433760,1609559292683632650
1264433760,1264433760,1609559315140182017
1264433760,1264433760,1609559441443004416
1264433760,1264433760,1609559628358074368
1264433760,1264433760,1609559703280881670
1264433760,1264433760,1609559747107213313
1264433760,1264433760,1609559769060151296
1264433760,1264433760,1609559778178605056
1264433760,1264433760,1609559787464982529
1542787827993288707,946213559213555712,1609559832603856897
1566184092114292738,1264433760,1609559865340399618
1566184092114292738,1264433760,1609559906331377668
1566184092114292738,1264433760,1609559943178338304
2933447393,1403861754808049666,1609560186934497280
1600914322355818498,1269107130776223745,1609560504774627331
1566184092114292738,1264433760,1609560586307751938
1490360413,280498048,1609560604565725185
1371551211351121920,1490360413,1609560659737432069
1371551211351121920,1264433760,1609561164232654849
1012717624185278464,1403861754808049666,1609561406164041731
761719654091988993,68433676,1609561575291248641
848670855815102465,1436129268858245122,1609562061465423872
68204430,1403861754808049666,1609562209901740032
898821075248832514,42034114,1609562672231489538
898821075248832514,1239335409219522560,1609563115623956480
898821075248832514,898841838672650240,1609563168531005442
898821075248832514,42034114,1609563260428115969
898821075248832514,1239335409219522560,1609563407325315074
898821075248832514,1239335409219522560,1609563420537364480
1635266773,68433676,1609563481052962816
924732389573758977,1165196150170955777,1609563572169736195
898821075248832514,1239335409219522560,1609563742332719105
898821075248832514,42034114,1609563774931042304
898821075248832514,42034114,1609563789061505027
898821075248832514,898821075248832514,1609563805629181952
898821075248832514,42034114,1609563840727109634
898821075248832514,898821075248832514,1609563869684310016
898821075248832514,898821075248832514,1609563900638281730
