user_id,following,followers
1132890775891505152,6,1047
1333149207260254211,169,470
1530948241541722113,31,15
1506987093217939456,196,167
1155470031225884675,7472,11907
455627891,2154,12229
1608165909067169793,22,1
1261575785862836224,255,20
1455542997580492801,1615,1014
1517234344951271431,432,173
1155793018479362049,480,30
947526303040901120,22,379
1129791700388405248,229,804
1051114798828670976,527,1048
733367369226162177,1346,754
714875605171318784,4953,1947
1331281581370183696,0,0
2250998340,7051,6429
1604815191983669251,20,4
58421011,4057,1064
636735918,3015,2120
312739093,959,467
750288427933962240,108,548
25577495,1716,482
821077327064940544,187,196
22763833,192,240161
1567576160938381312,225,55
211911427,3054,1731
1538549972697858050,88,51
883325323491901441,5001,3686
595755089,2129,1722
1403861754808049666,2339,55455
705420101080616960,28,25
898925022831558657,276,19
1588520046875348995,168,6
1474152288059117570,182,19
16152237,3577,3952
1589935102204616705,33,10
1571871236254502912,11,0
1458832958,10217,11900
1189956284688109568,1,625
1273174338896826371,301,39
1371781187119710209,719,5142
1240521587050319873,90,14
2601528543,864,424
1610897045136474112,197,24
1533105519447404544,1,1589
340397223,67,200
113689734,25537,27288
1476523692838375427,296,187
1583473183826526209,51,3
1335172526670897155,5004,2272
267425973,8178,8349
1610305886991572992,2,0
213534535,870,657
3138962057,5,1258
1174982905728249856,63,1634
1294992458770722817,1,2920
1298008831729967104,4031,2692
94123485,320,43
1523584878729744384,4,55
1396619269857759233,272,69
740238124576542721,325,344
1329810230582996994,29,1079
1486942144178757632,32,42
18468189,1348,1270
4061044933,1295,964
841437061,116517,131031
3074707636,1485,823
1501480994045628417,6,6
1708641500,101,230
1424415019303792641,2712,818
15798320,1629,1550
1614641342625218561,14,0
1473296706397564931,203,301
1590385745306566657,99,34
1522450029515923458,1,2
428564422,419,614
1529780715121803264,72,185
3074606296,1030,806
1436129268858245122,543,663
1551276657129836546,1699,47
1426599180798242818,327,101
861163642108170240,3794,3287
1358433657850109958,4984,770
1101453391086211072,3861,1221
2834010100,3933,1092
1267969487644606473,25133,25247
1492307221539028992,59,798
1095276678429851648,121,93
461084283,109,189
1476205156542947336,2022,363
1524395603089797122,361,428
701944711221813248,3998,4138
18275963,474,803
1295982960236064770,489,92
1183279797654511616,863,10258
37069994,3120,8865
3404279391,189,329
1503076413469073415,1096,382
141447622,245,2467
957597076774244353,144,189
738315157911285760,1340,1234
1182694180080017414,24,67
1544087128765861888,159,23
1345705790703689728,3297,4387
703873243,2427,816
1023479791423549440,197,141
359215142,17186,18414
935541574896721920,7,15
1257170815881228295,1,10191
2325704833,54468,57928
1604493002361151489,7,9
1160939520545574912,817,6
1455499943964078081,1756,450
344316431,96,72
1916214558,34,32
1133821842215411712,378,83
954827371,2824,3393
576670007,795,127
527149516,88,3
715668545003249664,118,150
1588866891816255488,98,987
1608392836168437760,11,0
1522707645840470023,76,24
1598496518025117696,69,9
1488167524084719622,0,64
1485092360526704647,6,28
779429942425628672,111,369
359068133,101,408
619118776,578,649
1594503674646384640,39,165
1459083838177505281,760,323
1100991504124915712,1073,292
1236643448247255041,830,34
146360759,760,272
1348306979039686656,424,101
1455202260653260800,16,0
943316602795319297,53,9
498916596,115,177
902924718575104000,312,4380
1599248362775392256,139,44
1932737912,687,589
27648752,2112,128036
836249541707886592,388,53
620876847,1503,1095
1389673005152882690,2826,888
435505033,1639,3274
1529076710326603776,570,212
1200488541693845506,4981,4406
3362208106,1712,768
79353090,1678,226
1381297014852493318,1639,1105
1613941484381769741,14,0
1183692409508511745,161,112
1594897376040214529,1261,58
1598859220019204097,2197,119
1706508326,662,105
1143087202001309696,9,5470
1362639001224581120,2359,1129
804309671490310144,987,290
1524802365248790533,7,32
918202831,595,6561
1626579289,234,722
2491558016,1849,523
3216340810,848,18229
1503379537673007107,52,11
268270696,489,707
1096886181952925696,3,16
322559453,2678,3925
1026523800,757,1176
253137919,2172,27865
201201906,785,27589
1435367260567359496,894,1210
1585213462619332610,0,3676
828660261452120066,286,208
541336411,437,192
796925353256251392,57,57
1600914322355818498,2,24
1294253457528897536,46,2133
898841838672650240,4999,1574
1269107130776223745,3365,3686
1049326765888299008,1866,1366
1232193894592503808,173,474
790782229,447,274
1266835530,3049,17327
1603678668441665536,73,13
1663559036,1750,953
359838444,1461,2246
1473217729557635077,16,19
872527307071782913,1398,342
348509348,57,10
2522259223,4786,371
1549404612297461770,2,321
882474488,1268,4533
395116026,221,261
166248847,44750,49142
1306723975574282244,1024,605
1563497912403128320,4,11
2776541580,2123,2241
1355751982905044992,0,1115
284626244,632,228
862671104,234,153
1614615037217308674,47,5
2265102742,183,83
421843786,6216,6147
816285335361458177,272,31
1521878817731604480,806,1180
1465977386613182464,33,152
1542886336104890368,64,9
1593813361279451138,131,28
1431921096379539463,818,428
1605671451834478592,11,17
41530827,4928,293
1614609287883681793,6,3
1447171474809409537,2276,118
1482023893284290563,14,12
1041367248139702273,5001,1225
1580454813795377152,162,40
190097582,845,3327
1597471455847288832,5008,641
1249601030502756353,7977,29167
4527530476,1797,1838
1068476214728380417,386,652
4896485697,283,51
1514584273323540487,7,5
896224610286481408,213,45
1484001267215380483,2003,1594
1100370902049382401,123,126
873196368629813250,5603,6174
185521132,7,30
91292166,1707,110046
773159219277156352,3107,435
1578775236199129088,312,26
919685543142838273,123,83
1047449279667654661,369,1301
1598483560331153411,15,6
185821367,4999,1909
877632784990425090,707,126
1321824791771279365,10,26
8181412,2250,3644
1614203953469612037,44,7
1429017623354699786,477,123
1608789661727555586,1601,273
2973482799,4100,3210
2411895865,642,151
4762227322,2207,168
1275453880680230912,164,170
1614180700512739328,240,1153
1442819196694450183,3,1267
1544298920146153472,4,2
17755776,4387,3180
42910578,5002,3045
1596109012214624258,5,10
610012185,4602,910
732156485011132416,390,2355
1014819282226728963,5253,2348
1526498521842520064,5,1
817376483496886272,7,600
1195015938,353,345
1596145399848325121,975,78
1564297397957697537,375,119
782810338400043009,430,497
906360720,3306,1049
722136658515206144,771,345
620007630,5253,45274
3004122802,91,33637
926226963232157696,884,80
1533009832306941953,47,74
1564317644135751680,535,251
1071178467016929282,49,2
1236558455311384582,299,359
1127630178644054018,6447,6392
1191004278707695617,27,35
1392601356347875339,830,110
1436013026340052992,2744,2608
1307254690762174465,530,3889
1454100048715960322,46,35
1312447619621433344,148,151
764604210243473408,1189,379
1336286915671195649,1001,945
1499377262323728384,4,67
1603391939961049090,80,2
1457767914518499333,5004,674
236066586,418,702
68204430,4542,6878
1252264562,2011,321
912207824847097856,772,2801
1348745567191621633,3,12084
1325494358670536704,4038,183
1029329505066868738,24752,26903
1511590589405536259,320,1184
181986270,5000,440
1212631747734540296,469,480
1520067665741680641,1226,831
316236718,1042,1120
893940623304216576,229,1690
1419141124451561474,1344,264
1526502411296116737,5,4
1432948159949516801,255,119
2415478665,16525,22282
769654961038848000,4494,4261
22688153,1910,32940
1505736302859374601,264,22
197382601,3871,4360
1075764320523276290,667,1906
1496854838348742656,7,6
1048594187875172352,782,499
1526501322668638210,4,1
977607898380595200,437,103
1614353848432480257,28,4
737142202481016832,13,11332
1227954110843904000,94,317
1484477701125644291,845,660
1614589771342401536,54,3
2429414941,374,278
4064630903,244,205
3233839868,175,162
455445960,295,179
705539763349164032,110643,130068
1549064241973534720,4,0
1438824923317903366,1126,1623
357472057,628,233
1519983229012516864,2743,951
4911963642,1486,289
1405901684652580872,64,57
1608464133707685891,91,6
1458511975932121096,149,48
359085676,4946,683
3180965054,98,54
1530595607441813504,125,47
3305925235,249,23
889763039045705728,96,40
1533138424265334786,150,27
1532690518991425537,116,44
1533181242526556162,121,26
1544870956648349697,125,40
1530857428899749888,1714,275
1568327486823616513,4985,559
1405910497556324365,137,55
1487019684620914693,125,152
2527008230,385,1322
409997594,1431,21734
3229980963,14178,13818
1597242420520841216,185,66
59213587,406,539
1641024950,418,674
1103270914483924992,166,122
948725297200889857,230,61
27034521,5184,12476
1610291272337473537,29,3
1288473683107950599,81,17
1574256828594020352,2097,1161
1591038208472555520,9,7
1570135731216998408,1067,161
1269571131964440578,643,483
1525678182283755520,3,1
3027750446,13280,13845
1576170727824244736,2054,1141
1525681042086043648,3,1
1589667213992042496,42,15
1582382119548260352,1963,1172
1191981465430568961,429,215
1442453486679953408,935,450
1582413770009153541,1948,1085
3944298192,108,1481
737604611020726275,1577,1538
1373946472048193539,10,7
875589472036954112,225,56
534475296,1778,2201
849943800353107970,321,4072
2647988988,1094,1235
1255596114096590848,1411,2038
2964185615,2641,2111
1283378990384910339,17596,24221
1270219970157309952,4994,158
1516680892982329346,114,37
962752735,48,20
595181838,5492,5007
1582414865162899462,2353,1242
1196097002,196,220
366022185,1719,7384
1564672007639207937,359,390
1479728197096722434,721,2467
1370996939618013188,184,313
860357608552763393,5713,20051
1447809720018890752,1,7
255044382,501,799
2649934369,145,5
770353237,1251,49
763840752195604485,174,106
1397041190596345858,1609,408
1602504719196250113,109,84
924146540687577088,6816,6223
3064059279,186,664
1529130440618954752,27,65
70112964,3817,1628
16219212,1116,911
4921639349,40,165
1614565294625677312,4,2
1414918601677623298,12,32
124521089,372,277
710053751977971712,2235,2200
1607568364611997696,3,0
1284231707265204225,45,11
1593099580056412161,1473,4532
2158008055,430,281
2474117876,160,35
1173897457048150018,206,102
1027248502768840704,219,169
1102660666056470528,1694,518
98944200,3362,1344
967065527150698496,3798,2029
1603450514397888512,61,47
1407566069686960128,478,947
628765360,2559,42490
1556302170504724482,407,282
1585217415537127427,320,384
711864245965598722,710,891
1486652190466871296,7145,7076
1078611171115175936,98,35
1448679955664101381,204,131
2324087196,409,131
989086520945586176,345,75
1032264216005230593,4986,2872
697359761826783233,124,1883
1211552816998670336,304,427
1352605296,551,1318
25420611,4836,1929
1040175928901623808,1274,1478
1091389494564052992,320,588
1484299194,77,180
1258773349364367360,65,9
972658824225218560,1258,700
1581756380482002946,23,0
3139133976,1125,387
404422151,1520,1220
1445194247318249473,54,15
1718930856,366,480
1511594971274842113,218,56
45379943,1562,1732
2922743164,456,2580
1305093445556621324,195,67
1503325313752875008,71,4705
1140502717481115648,887,388
84864873,572,1021
1251390933855174656,446,47
1596253574056525824,1313,432
1268993907532206080,1071,10044
1508308394138030080,3594,2633
1441100342905557005,481,74
1533915308293242880,272,1116
1291819278128295937,322,511
2264849412,2092,94057
1255587235723911168,97,854
1445302875840602112,156,33
587387286,967,664
1250076196207054848,2282,1855
1448624174356844546,28,558
1488363265054982151,72,15
312084313,4912,3194
103386409,58,119
1606162320278765568,21,29
975429303948242946,244,1535
1533322773678145536,69,38
2540402422,406,331
879631940214816768,2147,1530
1224560412709941248,1991,163
868518609563394049,68,12
1582818134943477761,434,521
1441388578945179653,18,213
108051742,123,381
1578001945385529344,16,10
1308456524436484096,73,5
21020605,8905,29682
183609182,1243,368
438857586,1101,1088
713824004,106,159
1356588046616043527,0,1565
1604012555856449537,59,39
1074595405000794112,83,541
309570860,5000,3623
294020478,14572,16111
2539761373,5000,2610
4872805514,354,4114
1548993669570633728,326,113
1502830392575160320,1988,432
822174937226022912,414,1460
1460220626329747470,133,101
1427944224029347840,662,801
1465636999361032198,135,103
1569790897189187584,579,431
1171704579450294272,111,54
1603666500316909568,263,272
297946054,174,1192
1503659076819251202,91,55
200190023,809,3030
1379758423105925125,104,80
1613470889928187913,0,24
4475974827,100,46
24665440,5348,18345
1277919221083631616,90,28
2257558088,89923,121766
1605686117181067264,198,162
1570105207618523138,33,17
1560679839811612672,39,10
1589526154679128065,602,323
983348372307296256,1494,1721
1560600961965789184,60,69
1600058915005177857,80,109
1604377884608823296,609,288
16093478,4511,796657
1528789436699394052,34,768
939475199128416257,59,14
1493359178597171201,1339,1263
2227490256,3081,93
124792472,507,267
3020139229,365,70
577641683,281,336
1613553528752214019,7,1
1003909562657845249,151,900
740858471759810561,265,346
1596450660580732928,58,102
1585397533857095680,96,13
22501769,326,71934
1453123632427937798,87,64
1506347126816751619,1845,492
1162333473966891008,95,926
1358615248404549632,44,9
4845459551,2014,823
1365734852155244546,12,4
1576538155888521217,1825,1760
1368571124657905669,1322,229
1045205238800617472,5,44
1513549313565245444,22,19
1521752887466070017,3,2
134211241,260,271
4374719908,6039,91194
3263105972,333,91235
2176066323,292,82
1090524774265245696,109,108
3314500315,1725,2028
1118935344030920704,107,364
1407574160696434689,291,154
1679241085,836,359
3042096593,1795,494
1500324283431940098,230,70
1566158756890787842,65,24
1096896444156600320,2732,3321
213650626,544,389
921452371,866,1102
1531265378281742337,70,659
1217322359494979586,1918,2003
61954795,95,66
1560561196205453315,8,53
1549472406250475520,315,261
1562902989517467649,49,352
1319635530850717696,1,33
1447724911863091202,461,227
1551892935687299073,111,157
349518926,1524,1294
1966330285,9908,10318
1536125488200134661,77,6
1247811144942682112,807,868
1094347828988657664,8,3
830669077022531584,164,168769
1409143470162251777,329,34
1000409172041609216,236,35
2715354045,1056,1660
894244624939839489,312,277
20684659,1027,1681
1487455648023736321,16,31
1391769727614160896,50,71
1001184707873312769,2245,262
1613420414767611906,27,1
1251814960218300420,152,4692
2307677296,1448,619
176742962,383,762
1387419365402824712,49,136
1601244389476470784,8,20
54685596,4981,1701
729869871484260353,36,4106
736746327162392577,811,1508
562350911,1464,893
1342348804645744640,132,40785
1613950047774806046,51,5
354215283,464,119
1445388851808284682,19,0
461561746,75,3
1324090694,3468,1726
1534270003826290688,2,1760
3813661394,31,26
2419105489,2026,1637
3299412451,34,7
917074911042129922,2265,2321
1511176499332001794,14,11
2985092460,290,114
1075670602290262017,379,281
4928675189,85,172
1369272756227829764,30,18
3035503105,384,5694
1343672517077172225,231,34
2373558690,36,11
1075964516452593664,9,509
1336561035512143872,134,164
1194493733678583808,1361,167
848114383813308417,7323,8294
7836762,651,1750
4747304270,0,0
1058076154865704961,113,6505
931277918122201088,59,46
1379154995694608387,1198,294
1492283534874415104,47,19
1599817702989856769,144,63
2814786182,18444,16846
2789514891,462,543
1599833051550388224,161,51
1311622751216562176,8,216004
1511797280243916809,4610,3200
99033900,168,176
1348401625,19688,22905
2386930910,308,598
931499633624350720,1078,51
1096746208993787905,9,50
1243512992,373,475
1284080426114584576,409,247
1614342385051308035,8,3
1478214894197510148,89,19
1049441819388448769,1868,973
1509360672517550084,69,145
138336182,1383,584
1636482102,235,86
2527460412,90,19
1489950111157583873,17,16
190607413,364,321
936499129462685696,753,486
2154461958,30425,36277
1178500098352992256,30,10
1280540905464909829,219,125
915678674644484096,5000,2771
1533347252542271488,116,56
1535327306960584705,99,25
1232855881953484806,18,15
1368242633642893312,470,596
239194805,289,349
1314942943396990978,1156,1519
1561240392095305729,28,10
1381901304323309573,1842,10702
1585724880708046849,63,16
793372007056441344,194,23
790263529597046784,3097,97
17891624,17383,44892
1595295768172191744,664,214
1281085031876718593,5006,96
796279322,96,21
3309569516,1021,1161
106731076,7285,7643
1469267248091000834,488,168
1582892307833303041,39,10
1455759195773538312,3885,340
1242847079107424257,987,333
1518787359193579521,449,114
978196400381939712,3,183
1357722454974738436,65,2937
852577875811336192,14,3
1115637427274571776,269,117
1587518642370985984,45,25
1198010499847376899,197,1348
806686631302406145,191,8
793160486867075072,119,29
241225657,1839,6770
2185469971,1084,1041
1036767349334933505,304,45
967003340595965952,74,14646
1467492842507440134,147,5
1192415062754906112,8,229
1506609145424015361,258,145
1576357269607882752,450,247
3610515674,4984,2450
2874507760,471,225
1462088505920671745,1151,433
1224394482793074688,3,665
211528079,104,294
299452848,291,296
799320594751819780,199,498
53595665,316,1133
1226483628164685824,96,19
1228914696469676032,363,164
1614390626405191681,17,0
48620604,639,1299
706786316,796,423
1168813993173106688,193,700
1263914260062777345,6270,5723
1587697521463537665,146,97
1210764553463549952,203,20
1350858121418309632,653,37
1518659983432642560,16,4
1476323510893125636,1740,1225
1387154968814161924,549,88
1611657567926902784,14,7
1081042932,2391,1387
898890265506848768,313,221
745906596,157,287
2165131938,1165,15113
850720926182322178,63,410
1606227068853039104,1233,86
1545655263968907265,8,3
899258910,380,276
631694675,717,80
940091100,948,164
1413749149812461568,29,28
97340237,1921,573
1241240471395078145,967,193
4472539219,4994,507
1556864124805849088,11,1
488086182,172,228
941929151421931520,271,25
1335411243226595330,211,115
742945271592718336,132,36
1560976433589075968,9,2
1497783707591077890,25,1
817314182055993344,28,3171
73833182,1033,226
870627765321596928,45,67
765270155152588801,51,270
1411839658296627202,5,6
1230194341228040193,598,1118
553658452,818,67
2723172332,4815,1493
1185077920261275649,240,74
1307139795601293312,4858,457
1038107559817830400,4920,3837
1438429115007348739,110,135
1181827348301144066,820,673
1263967559990292480,459,14
57426269,4758,3881
1485500593255096320,309,54
1614450780232364032,51,7
1614311490944638976,2,0
1139589211923910662,897,1035
1263671252071469056,344,368
615429554,70,137
2185629392,941,440
1428072103413272576,19,64
1475981095199858694,12,37
1243569239417593858,719,652
1260297610222592001,499,138
435501120,2387,131
