user_id,following,followers
1287614089255100416,2066,5698
1457642855216959490,373,235
1607039795473321985,2,0
1428347863503802374,1,3557
703162128669102080,493,239921
1606618161658613761,2,2
1185729906920964097,1360,892
1593286902395949058,49,6
1360169336779001856,12203,11932
706381349662265344,2493,27
715720849,1334,41
1342059182069936131,12498,12317
2851151478,902,500
3247474771,262,303
1577935157616857088,0,9
109678988,1455,832
2916212686,1079,511
1490431748013842437,5648,5147
1608473063271854086,3,2
1528260657098854400,285,193
1575727360204500992,1,7
108389679,1935,820
1460144687625342978,44643,44257
4046046495,965,458
1606899225157304320,2,4
174659944,5608,119561
1608648973354688512,5,0
1011839118,1331,54
217752780,944,40746
4511726835,2499,56
999227694901612545,349,210
1569435927810043905,340,53
2216291113,941,36
1500621143765667840,1556,380
1330025894,1473,2583
3363261058,1257,37
926983931269873666,496,523
2978726883,1215,1262
1606593312491995137,2,3
1261207270647640064,357,608
860401339,114,26
1528254080510230528,300,142
1609065134517018624,5,1
1412323329583714313,1168,5706
98245918,3818,1944
1541103256805720064,12,2
1575708939983134720,0,3
321464210,0,0
2328641624,4085,7711
2989405474,560,1627
959344531220164609,326,714
1136639034900582400,189,218
755328987883302912,3722,4110
830807690146308096,237,71
3335588343,288,108
2714236435,2477,1803
172632175,1711,9026
1601169858317914113,19,89
793238969785913344,42,76
473019913,2428,46
1560161102,19191,34580
713152441689227264,1222,43
1041793693714407424,381,367
4908235853,2384,52
625425721,536,216
1098820178287177728,1168,171276
778084207,709,7011
3011167497,2330,61
1360140727,2147,31
476376652,658,243
1466509770,2,21929
3750455381,1294,36
2204027086,1341,40
1853042401,192,67
1605014117172924417,43,10
3299948667,1064,31
999820338,1081,30
1194572006517362688,290,362
1106802543382810626,181,3
3064230783,1847,985
1385150946355859457,542,142
167089568,82,62
2610477324,497,294
1492141035543097348,50,25
1359515329345425411,152,28
1569364649459458048,202,37
4566266063,2609,35
2319100375,154,116
84602512,6118,9122
1526743045596762113,331,147
1059137680078974977,5001,2098
121988357,2159,931
1471625777217212423,1017,2115
849319385080659968,2656,11228
711212991983783936,1059,1060
1361671344119640067,156,114
1444023576387104771,9,102
112992573,2729,6132
1228149559739604994,217,715
1863552126,99,375
154223624,4998,2676
1492551753769701382,14,37
156898278,485,19179
88425861,2330,116118
631810714,184,1089824
425893710,1222,16177
85272215,70,70
539876787,63,15
1613485192651460608,7,2
3638215945,51,120004
308750549,3654,4170
1371724546651344900,149,634
1229630564950532096,21,633
1437329703233208321,3622,3545
264884948,5004,874
1519980575611838464,102,59
840502126409330688,113,458
1448485651087863808,1286,528
1393278537272942594,29,318
255167881,415,328
89669466,6522,5900
1593823292539838465,3,1
394312974,382,200
3376338027,1136,28
954014774,0,0
994063587328045056,10351,16003
504444697,2086,56
1377880717997207554,97,515
1066075285416804354,2432,2596
3423103336,1076,37
1429704750057074689,3567,3517
2454273509,418,71
2925161589,1760,2281
1526941172073000960,31,82
1440086644325900292,4044,4048
1520513237653073924,36,5
1268064015332208642,42,34
972796392052871168,1792,1765
1598738260855066624,220,43
1357284450246139904,1586,323
4091992419,1358,55
1058359059173269504,2554,5674
1271808779366150146,39,49
2381858108,2738,169
1579054278664421376,603,30
2893429761,2684,3027
280488719,1238,41
1509111808904220673,1248,35
1063000604862308352,500,1574
259837552,208,94
1328421133,2360,50
1227541961952727040,12,146
621711483,1219,34
1598194596164476929,31,44
2464904522,53,2
3245749921,28,182
863632826339647488,2044,41
1611207788512030721,202,33
1592800789902217219,867,100
161501112,380,1099
1166403192,2162,41
2330488991,2246,46
926745485326426112,3233,1123
716075943782137857,1340,45
616242699,2233,49
4183075215,1233,27
1528724103045185541,11,115
871714928012480512,2794,58
2742187358,7,3
481926070,216,202
3512757083,3877,19935
1526103433673347072,3444,327
146406912,1736,2592
1324960177,1470,41
17213181,2742,77626
1103575410955177984,2309,3121
1017067615,1400,1071
1386632834144669698,357,252
3165963602,23,13
1553264384306483201,33,31
1136521111,1144,40
709840698388905985,980,25
1554589610881286145,1094,569
1371714302617415682,0,4
1054967085649088513,3279,1341
1311086950384832514,2993,3567
1506005912162639873,339,16
460800557,1080,1575
1079495958503833600,588,282
3890496088,0,5468
378433281,732,9440
1883800568,1607,1332
1588868422154485762,1846,95
1610174761719730180,10,0
192262561,2927,2268
15411204,4714,4717
1421394334214070272,41,1
1585501536657948673,1855,27
2583300390,344,3155
1432612499334078466,59,104
1602846710845276162,333,11
335127209,675,3893
1410419946,476,452
3080496509,1080,3078
979093081726140416,3489,383
1425472404256657416,1024,1170
856076948,3226,7179
1537450035155070978,20,15
1353971008672321536,675,177
574224346,1320,43
1530312618,30,185
1066431974527651846,48,90
381924037,1221,37
1026440089600180224,22795,25056
979010549747978240,1637,1616
1583372502218186752,28,4
1595272283458867200,392,284
2960899367,1573,1281
4083394696,1176,36
135639029,279,284
1581190599230644225,15,6
4184883089,1021,26
2192100277,1997,58
1143210942441897984,844,47
1543187332504817664,524,153
1214470621649932288,30,93
731574823042703360,165,552
4426162941,1178,43
1357302322553094150,245,108
1004025543614959619,878,12262
1356578115154288640,87,13
1598577044564365312,49,53
4226273061,1265,47
1438865332224004102,1946,194
712600115043778560,1044,29
1587426132516896768,143,51
407771914,2335,50
4492744769,1188,34
1287350329,1880,86
3241675604,1757,27
1570479773561798657,16,3
1907272292,4881,3396
1583380015663677440,143,20
3366055625,1303,34
623333015,1972,56
1552083497120153601,35,2
1524309550450364416,177,128
3555469875,839,1084
1509528586855747593,555,38
1551548400234967040,62,248
1363512293489659906,32,20
752529746798469124,911,75
19191919,13872,13143
1004969713917710336,341,300
1720149774,1063,32
2446714956,997,1117
74514070,528,1365
62347531,719,814
4450282379,1067,35
42938368,1820,1008
1018488939181629445,4440,875
756444701943799809,157,167
3054710841,2544,35
1256550011132948486,185,97
935298653476081669,170,32
1579057819453562880,729,20
1472673679247032322,39,56
413055301,745,23689
2765979366,324,681
1481768286677532678,1410,207
1091680256,1399,7902
4566503421,1347,42
216966103,583,578
1366099459415945217,2233,83
2409918347,747,265
137405952,24675,27228
1340732640689860615,117,160
858287097098186752,390,164
1038899630,93,94
153908352,870,17158
18860860,1237,974471
1584263130913378305,215,154
3350283251,1280,54
1008612206206955520,830,219
807700280,2222,33
1227143066177429504,760,3152
600582697,2046,32
720715724390576128,1988,3311
217064406,2943,3326
171971445,5294,7835
31098828,497,8599
2245780159,4693,9475
1528708502,4291,29306
848816272100012032,1511,4242
2960132377,2266,32
4232280363,1180,39
800711463362904064,339,733
562168451,1355,15837
1355547203683504130,364,63
1609905143688073216,6,1
710008701575368704,1299,31
205155679,4621,2791
717720187097710592,1331,36
721009186423840768,1127,28
731248291,1640,2942
1140270332,1989,49
2330954836,2502,60
1509122738417332226,1002,7
1274665771063480320,26,61
245533531,361,49
910545444819947520,1718,2258
2450416015,2278,49
709273270202273792,1214,41
130448753,951,896
3029458749,1823,549
1187343696066420736,1118,988
795913599176687617,663,4133
593525380,8682,7888
19336900,7247,15717
2708677655,1253,52
1285890785934815232,16,36
1373283858871951361,739,255
1394939016978513920,168,143
3290076495,937,15996
1510717737668124679,133,221
580064411,1160,28733
317005691,124,55
3167352893,1332,51
248618354,2749,542696
120666457,2028,26
969113128582680576,115,28
1105557133,1965,58
1143500834,5395,8891
7470612,510,408
29748673,14290,55701
813252737529942016,1300,343
4181643887,1167,36
4014223397,1741,50
772701076986466304,473,973
1011589697146183680,1331,30
4837465391,1994,44
1363481,1368,9398
302420928,1161,35
2875796095,8420,8044
1439068291,4882,4264
1011171720508649472,1350,15046
330285845,782,1594
1509531753182285828,915,51
2766188078,826,24156
1533216448726056961,84,3
3331565627,1151,28
565040699,1280,56
626454448,155,606
1005860470178209793,42,257
1465823397557018625,63,58
1005799498205954048,0,215
4842915521,2283,52
702584134938587137,2119,44
1005796231526825984,1,188
732957981239836677,1695,40
701547560025120768,1391,49
1528969136344158208,4,20
1069599581900599302,1456,929
1148705919347417088,6675,6065
3394528762,2956,71
584172323,1260,33
3302651196,5714,5440
1517143634079936512,110,81
119516000,305,1758
1532600007538315264,1758,45
1242949364911198213,50,190
865622497688932352,162,2344
1045272484600324096,151,364
1385853003446562821,425,130
3424375767,1969,16
793431164677656577,2070,46
2765905215,143,50
295873803,1583,2114
985118415105986560,224,311
1554838145731928064,3499,79
121123109,4642,17568
852068539318116352,318,306
1201585487087099906,205,15344
721968400231243776,1227,34
361919626,4577,6473
1566935680432844800,2070,181
1509523736558710786,712,37
278386855,116,42
1476927147952394244,607,76
1375387768885510145,3669,3645
212683786,120,274
1329726689807634433,169,267
1579057484177715202,526,34
1237635216627453952,45,592
1534559142706290689,362,192
957876956648927233,6892,13570
1549437763078201344,0,67
335348201,29624,36154
1539750686107512832,4403,92
174355365,1348,102
1566516199264882689,3231,89
123864717,1810,21987
37903438,256,15567
184020744,2282,22855
721904954055598081,1933,1066
1125325947429740544,1409,931
1879353152,1969,49
1267811347263188995,4520,345
97464602,270,35
1555299798013673472,11,30
7763502,656,197
1553769804116688896,3588,98
47828347,496,101
1343627780492324866,135,571
983305505589243905,241,2507
373252630,705,459
1489958940377063424,1882,1226
248407405,460,288
1613112356254490625,424,19
1607599078514229248,20,3
1317072304615149570,4920,506
21177142,605,18087
1017110693122895872,292,267
1552214951980584961,3660,97
1236026956778528771,806,1283
1294968352897748997,74,225
1255022272412172288,1,1201
1557371146969964544,0,48
3097230872,80,18
1105511850161176581,178,79
1574745932825968640,2876,59
2397685988,1022,8017
595191961,748,22138
280646281,1564,3970
30579374,2110,4839
1588421382412591107,0,1158
3367427494,2183,2242
1318879053408096257,995,1299
1501015746129899523,292,118
1328989266517618688,587,4057
317304909,579,1570
1577939998929997824,12,1
759671381365821440,98,61
1569485230452658176,3103,69
1056947953506500608,682,153
864508121523175424,189,91
1584979677747195904,1024,34
1019496372515540992,26614,73889
3256425612,5000,1769
104121718,1290,2432
1578287562350678017,19,3
1184151875089813505,263,1300
817029058508836864,138,9968
1553632222103883777,3626,85
1330547392341553154,3669,3431
1489207710671417346,20,22
1051770117695201281,162,579
1519951648990593024,249,502
1581784952013668352,2679,69
2263276539,340,2177
1366366670101577732,108,19
1431150341014409216,1624,1587
1509181723556388873,58,20
1613801877191393283,55,1040
1565524794,696,456
1364559498,1067,5236
1560890514571988993,2477,12042
1063434291324043265,24,465
1402160391308840961,69,16
1167050423213203456,333,1001
1549693769205035008,9,11
493161890,312,3148
1537789896663760897,2751,326
1368172824196771850,667,502
553396754,127360,127817
1226770979793309697,302,478
1397439475849043968,1047,476
2353416484,2349,53
955762873699061761,167,182
343880025,1307,43
866292420803264512,691,1236
147594574,190,1121
1612294503951667200,261,195
373252007,226,18877
966663177411932161,442,75
1353087922648600577,119,46
1171399178,1340,37
3123589146,2292,52
35825843,1643,33594
3820956254,5308,6227
1445450330926243854,836,359
2970661955,2508,522
2961329385,2468,51
146793059,1170,20317
1128826260640157696,77,6
1283035878546341895,141,2031
959932631038201856,3195,2359
1401987365145559048,1251,2479
432643153,635,265
969928076791558144,1361,74
52437388,2794,2162
575552718,1345,41
1381478203731107841,1900,4496
1572728546,440,281
1238886974309781504,2074,384
1114831024867946496,821,476
332638465,741,957
231733325,166,85
206198730,2453,36
140933540,224,1059
769588635540738049,73,74
298396186,1261,51
1577647423752650753,49,4
495688628,2212,50
1306120372245286914,34,56
997144136,733,2939
1146642253,2377,24
1032168163507679233,2045,2509
2231192238,908,1152
3356865898,176,184
1539497663204315137,195,953
1613801403343937536,26,0
926553772981149696,1363,38
406447336,2097,50
393914620,161,709
767168419728879620,1240,43
3498243797,1335,31
825081107083300865,201,255
1509127565994504192,1314,52
1613417857169379329,25,2
377563283,2337,26
399307591,1406,836
1438710426481557513,2299,130
3064831713,2301,12580
132240821,8733,7935
1214630433100587009,297,389
1509118245026267136,1149,24
1567204681159528450,167,69
1114174607114764288,1225,917
2717800746,729,414
2362714174,414,7384
1499014109345599490,138,42
1291082198,2623,65
784638373080203264,1436,472
3363969179,1319,36
3446757616,1363,34
705548650575994880,1304,42
102634000,1284,6879
2265663968,38,7
3197713986,1234,38
843629846492274688,1274,35
1015981666622468096,2180,170
1554814147786850306,182,45
942828866120413186,717,867
1579048262598029315,715,12
1420307923,1310,45
1509127569274466305,1219,55
4133413637,1203,30
4313299349,2092,47
602516505,1299,42
4925317899,2648,63
1582322047228968961,2448,54
3368200420,1747,234
231387686,258,83
1601189204414713857,0,36
1418521668675325952,452,105
409977706,2138,38
1482628160714047488,4990,87
1534043967133995009,212,242
1195035684823683072,189,49
742587274702032896,1270,39
199715200,1210,42
896720788950327296,169,244
584735226,1941,4902
3297031915,2090,46
1460331644481646592,12,593
461554757,4146,4499
1134372295160553473,682,3833
1543820759550029825,0,171
1401140058296487937,1160,869
908518769680564224,1849,693
945585737403129856,244,92
1509125960024485888,1312,38
2311085414,1392,43
2938860081,2090,40
1531324657718394880,80,74
542014864,2104,31
1146951151209742336,1760,5484
847299844062433281,1076,766
1406320187486261250,5002,327
561773612,5475,5265
703660307223285762,1370,48
1315551732974317570,0,486
1362959620747259927,4879,1065
4725353427,1527,1970
1583567412359843845,1251,538
7370332,2200,47097
1056528251861061632,579,335
1417850839910162432,76,4027
1291338602786562048,95,120
260701667,610,1755
4746237324,1437,25
340805243,25,56
2311075334,2522,1043
1509528600969900035,698,46
472232905,2038,42
191849753,6773,226797
1543844464921387011,24,1037
1147922417936846849,135,34
1024834274,1233,13739
3258020636,14,771
1546783100377927680,8,12
1613762791961149442,31,8
179459971,743,71138
896709661990072320,203,3530
1546779933950652416,11,0
749344410341629952,1152,31
906886737120649216,4992,696
1612803244291678210,14,16
2666961578,1216,47
1213904645422080001,527,229
1292363635042336773,2324,1829
2947558474,1206,48
723433482622377986,1279,48
1570449568168398848,280,673
456418183,717,129
752105850,1231,32
1509526186426515458,673,6
2840032351,344,585
1529061531945553920,1875,192
918577796,1505,701
3358500851,13266,21320
1316631809044742145,94,252
778148276365357056,53,1094
1452814118,2025,50
56705871,127,60
762899185763020800,259,757
1498195195845767168,0,145
1405350456981803011,607,425
1483007627189960711,2029,889
719336905280778240,3067,57
4573508356,1371,24
1552263770000437248,7,3
1244342594,1263,41
1606923162448703488,841,181
1568870597102288896,1686,4876
1454987555221483520,1416,194
3320134810,1194,23
327608204,2079,55
2845852708,1231,42
875646376163524608,885,27
343970204,1781,32
1539125529156403200,717,662
1035970130591842304,999,572
829950008686317569,103,934
1534793978540765185,4968,405
9112902,265,1498
624023515,2026,23
4576333157,1270,28
795530727290978304,1339,28
1060233672429776896,2682,27
1492501467004948480,29,26
2665207585,333,93615
485497413,5129,12680
873214698484752384,1534,80
1600948703128391681,4,1
3418540851,2050,51
305987221,4037,3352
1338895356,1298,49
227677073,1364,392
3820004777,1145,37
1353951021156818944,4907,144
801024060,1370,34
1523127160688365568,3704,195
1498887387006763008,914,714
295520176,1360,2818
1493112658765430784,3151,1246
58772781,257,93
1468199765397540867,5,0
4584067535,1255,6
155942169,2329,201
1509117042246373378,1202,27
120595025,2049,33
1605810387068194817,2226,233
866320628,1264,33
3833716097,1291,32
4564398435,1332,35
621064445,756,732
1549284709108432896,2869,87
1259483865472696326,304,40
1539834033395314689,3654,192
3194177598,2525,1015
1509110639125745672,1270,27
1396737644944633857,1427,1045
1494001251167526915,406,155
4478526075,1351,40
3324854428,1309,48
1557214310652583936,2794,187
943169979255607296,2361,53
1145617360012734466,56,28
1506569443886784512,0,297
1425105443509219336,4764,369
105170675,2269,41
1678130839,18,72
1508288450466058244,4999,75
1603476882296803328,8,1
1440686708329091078,152,39
939315745,34,936
1551311546621607937,0,45
547337124,2850,5321
754863138437074945,2152,425
1451130085407330310,320,49
1512737078525583369,2123,2615
1440554842775117826,2426,267
1555567256897089541,4356,70
1523891034698170369,869,370
1557582832217776129,0,67
743470446646071296,1539,3953
4674637334,536,1315
751736424756502529,2134,296
1156517570763087873,489,171
549296847,322,523
1401707007338500097,5008,664
1594618661670912000,2339,243
1523146508774047746,2008,135
1399399477320970244,3944,403
923222999217532929,55,16
594318745,4943,2264
1315621459528540162,66,70
1420226702458847233,2512,78
1572206580447449089,3866,70
1349844193741565954,4995,2173
1214608687190302721,4946,211
1508664810996527106,1208,24
1162625921477750784,366,683
1418970195331276805,4981,577
1132576418,0,0
829516918931402753,1967,543
82546863,543,44351
1926360631,552,128715
1550157988497100800,3493,132
1116423582,1110,29
2496908924,3361,207
1072375205496942593,8030,7285
3091420953,672,1404
3255088124,1640,5905
1566663216293642246,3228,242
75359240,2987,4223
828457077303422976,4920,792
3424429779,1349,36
1179753550550851584,970,1174
1588055098856738816,989,92
1527201467211587584,5001,68
1274296740418469888,3353,7928
1386224078940483586,397,74
1364447424,1344,46
3304809274,1237,5074
1605163101317255169,2134,193
1597066649219178496,1549,88
1549073623151149056,3998,116
3332901874,2696,57
3692138052,2361,46
1268447299694444546,165,426
52735622,739,7743
195502619,2419,61
1508223607096619009,3409,464
3432842055,1331,42
1606991314494828545,1355,35
3316571907,4232,3564
752034898911727616,4944,2808
1264179959217614848,66,58
1478230127683063808,7,50
1204255266633482241,88,133
1479997092,844,1419
1474349046697316353,10,13
1423522436172161025,416,448
45295481,21,231
4582921535,1391,38
1548981172193329152,1339,111
1509117028585844736,1329,35
3374507776,2418,64
1435828564209799169,3251,230
776724971502444544,1363,1330
484542908,20,110
4019596577,1413,43
1590935962271379456,1490,18
4170614782,1415,45
306284849,1058,17
622112381,239,24
2757698695,2300,54
1348532489308889089,2103,344
1484089031625482240,963,1805
2297793607,1190,36
1481831705875197958,4990,1613
1594687903233253378,1583,42
956472206,2018,44
955977730310459392,2008,42
605791564,1333,34
1477620568669233152,22,16
1554983641,1968,50
915187186483347456,210,38
1498747707095085057,0,29
1541774122769715200,3022,1665
897365320754753536,189,292
3408148379,1290,30
1382281844822052866,297,340
1191207296082305024,1,1
1447224278085033992,399,293
1605125620609929216,1601,206
1163945399343697920,961,1222
2300948440,2708,68
1396639650857603073,62,20
247184095,2392,54
1471635991752429568,4862,490
4527997355,1340,46
397144289,994,6488
23163698,4329,50316
1269225689179275264,178,42
2937887343,2261,42
996925987999772672,2408,43
4091731731,1343,44
1524322476733337601,1015,118
217971024,1183,52
12480192,4796,3827
870219137112580101,4374,303
1509526202553233409,595,30
1399876126311215106,32,7
3921592455,1399,44
1442014850,620,596
1342494109068525568,1631,1333
1100237508053516288,52,1
741344448,22182,24000
4660383812,740,1374
1257856240509571077,0,99
755187423483691008,1262,36
424541788,2293,57
330552085,1415,37
769129341976399872,17,42
1598965846495223809,831,97
33669788,211,116
1221788648,2280,47
2404107513,2095,41
157584536,61,603
1099498621,1307,32
870400167261773824,299,37
1523094548670558208,598,374
1330494437881827328,4924,457
1602248255429308417,1566,120
1611284749330292739,25,1456
1509118241666347010,1277,36
1549294834560557056,2209,148
1517865927466958849,185,180
4366257498,1394,43
1597191580888305665,608,393
234081025,8076,284419
1509540807556345862,730,41
1524345026439880704,0,1095
963853072870060037,364,565
1551805448592179201,4470,209
1593905011628470274,3285,55
2410110294,44,16
1516538436315873280,0,798
2333206327,1088,34
1217757156117602310,0,2348
1525824299046559745,5000,398
2631680176,1333,38
712783088,194,280
1227380279330975744,15,2411
1543565803169390592,4820,110
1536210334595227648,2760,513
1611017362781925382,808,53
1590860016,2797,467
303875452,601,118
827524388161409024,249,1674
713978510428209152,1418,47
702238469964353537,2002,44
1448659455617298437,272,51
736054540202442752,299,7811
1025095201969197056,2290,44
3294794004,2188,49
1335953190496268290,3745,211
755322350522904576,820,1272
833667884341682176,2258,45
2960008555,2344,29
1451711261742223360,4138,51
1047017810,1390,48
101405115,3918,330
1520826434985824257,3209,87
702399849778552832,2509,29
772560911051534337,532,749
1557557498822795265,2602,73
600168525,1290,34
1612729293997764608,84,76
4587413332,1362,32
1315276311967924224,4430,585
1534378429436645381,4657,132
2965033179,2306,60
1579052775253516293,752,38
1082686083886927874,33,141
489461260,49,13
183853468,1334,31
1509109108624207872,1257,30
1509100128459980807,1186,28
1636044878,0,0
4876302184,2342,40
1543586050760527873,3365,274
1597781904191008769,2,0
1390549625690464256,2874,3408
1566218708791410688,3663,119
1493797291596992514,0,84
1440993225372618755,1595,1173
1078821744184647680,496,229
739056850247798784,599,34
1599476020826017795,12,1
2235164803,1146,26
113144585,4979,1477
1469055091,2262,43
1565606182735097857,4477,98
77360096,2313,59
2412767365,1126,29
1555550049589166080,4958,133
1535625401682522113,3899,137
1543560459877765121,4580,77
701905451252846592,2314,46
1436504264365391872,3657,1429
1383603157498884104,1204,681
19915112,4869,25979
1540551663731486720,3433,81
323927244,2260,71
468858277,2321,52
850553401,2174,42
711826881012764673,1301,29
1579059945110052865,750,47
1502507056863260673,1615,135
1177424736,365,2646
1012607248458059776,437,888
1578329404479983617,2751,44
1602235165777940486,1006,38
703377617488105473,2564,29
1579052810020487170,681,15
1169271615672029184,4667,650
566106587,1451,45
214547120,2153,45
1300342825372905475,483,15
1493941657682661379,1269,882
1428534072511385603,4827,156
1499363721826607104,1594,187
1121845796,1229,36
1529243859783254016,823,130
1481418513134731265,3725,110
1565603083346153473,655,487
1184023469442383873,1275,402
1476874932000681984,2699,760
4435127301,1409,42
1241608349952565248,1354,269
1055214411118460928,684,42
1543558730381266944,3734,599
1565640073109839873,799,1755
1506540314,2063,46
1423571665871523842,4164,252
919746781172219904,48,59
1519148218893824001,4716,669
864023127403220992,1186,1121
1133976847228624896,1574,170
1443000786779209730,3401,1089
1004553018656768000,359,25
1578787485454282752,9,37
106881022,1473,2185
1391510173999579142,5003,4556
1585674896733978624,3631,183
1537056699483406339,255,19
1558654924061171712,4707,266
1597840371345920001,1379,35
1434482483051986948,4320,115
1383766587484766220,966,316
1403921373601222660,0,754
1379002952728281091,4246,866
1436195614929219596,822,205
1591020045895102464,3181,41
1358215768513474561,4985,376
1543547702604021760,4778,229
1560974623684313088,4497,94
368001718,487,175
1581056718070755328,1625,119
1531887546623741953,1570,134
1441197319987216392,0,193
1557212551326232576,3744,692
1562646023465746432,4559,305
1597803224597241858,1474,65
858902209634775040,2648,432
1544861952790646785,4009,94
1590245641820717058,168,97
1517030770618998784,365,161
983981275043295234,4004,1288
344922814,918,1902
461613809,0,113
488994820,674,219
1473882556445917184,3517,6470
1593771191130546176,2,0
942064329477701632,4920,179
1571498658411220993,3405,192
1274167965085126656,186,59
1021228760358457345,7083,11244
1501151799339728898,2905,35
1492674505856020482,1927,66
816900451,296,2534
1594622970256760832,840,348
1559398689394741248,1824,262
1461929956049514505,4961,230
1495774492140138498,1393,38
261180091,90,138
1555380614794080256,3984,654
1383050455563988996,2589,539
1523668050985115651,1945,79
757020985522434048,4807,3062
1150671635608944641,2986,1368
1543735421590736896,3745,103
1543956724113379328,1866,98
50949312,1360,1509
398714338,123,141
16272844,1918,4163
18375249,1688,1233
1387738419053273090,4072,667
734644549843181568,4509,469
1539990883323478019,160,16
1431825054963097605,2592,102
1412483311428014080,3017,576
1150028942708862976,1285,176
1427861355592249346,2775,141
873876364088139776,1995,777
1423503550982746112,4974,84
1592760175676764160,835,50
1352190510899752960,2521,208
1557709188591013889,3928,62
1421355010651136000,1476,913
1428550966924615682,2072,605
949038566549594114,3762,603
1548975500621905921,1288,49
1562678891851837441,87,48
1529389692742815744,801,236
1503643690681925634,606,96
1315073476412071936,4468,1153
1556874962417307648,3,4
1428305441012948996,4285,125
1482208435596787715,3,228
1443371987934466048,3295,451
1548974334211129344,0,31
1594703390529187841,3756,172
2859836963,3227,98
1455435700413681665,3002,648
1599608452824768513,757,313
1531455400200916992,3226,61
1521653397308723201,3936,166
1606101019158773760,1014,118
1535791883271606272,1910,456
1612712712286654465,5,0
1223950760,4074,3380
1472872408390328321,3369,583
1603575971587948544,934,28
1558359178631974915,4982,172
1418563455397732355,4867,121
926715995955138560,4763,889
1407977973878165506,0,697
1569197320943865856,450,67
720928442515005440,4995,3446
1612711300588785664,1734,145
1549241273478836224,1691,670
1579526379842011136,2,5
1516321260489555969,4977,119
929116330032107520,2685,84
999278210356563969,499,424
1201729867479257088,1668,1490
15430121,1762,1508
2353469754,1418,572
1215718418864840704,140,222
1518090538364579841,4259,1511
1593183904353030144,2767,100
1177443560234184704,2505,1669
1593814086764351488,4301,216
1532675131277180928,3610,340
1499899895355899907,0,142
1409090140509638660,4992,91
1431816214959910916,2220,235
1195034425635065858,4976,3636
1516559474344882179,0,305
1580043566994161664,1346,318
1599176744141033472,22,115
1121092919081889792,4046,2641
1411958233,0,0
1603042641280921602,3859,763
343328898,3851,662
1595263985758396416,0,94
1519000207521816576,2577,2241
1533691324259454978,3121,120
1746327362,0,532
1394278505571962887,4998,119
1381742344781766661,1186,443
1426729729881559042,3886,316
1425336388350660610,1248,213
1534724613149601792,4336,432
1428269622675927042,2943,1168
1248831927194234881,2144,4295
1529030260372951040,338,48
1303968609190866944,4760,805
1225890734080839680,2856,966
57172253,1316,131923
1536654788980449280,2553,190
1563387000152961024,1046,427
1543920570915770368,4992,92
1593417078681513984,1614,119
1105493551,2904,1273
1557919431262863360,3104,630
1589795630699798529,2321,53
1056542021320462336,3503,408
464070363,2303,85
1524003702519963648,0,143
1555836201294213120,2872,92
1547489444155953152,2136,172
802119181365694464,3642,556
1227865508369883136,4908,159
1595800832921853953,1824,94
1559942049347952640,1981,644
490236610,5000,1442
1356033239832358915,0,1135
1469553778487709702,2735,46
1298102541218062336,4039,253
1030245693162708992,2050,1245
386534421,386,284
1462088816345288708,1809,217
1511608442280361985,0,193
1553650520027344898,4146,88
1567844436981456898,4931,112
1522349254991220736,4998,229
1572206107833106433,884,915
1484159385568165889,23,0
1534525097159143424,84,140
1529515281558945792,2812,166
1498527347167084544,3334,1173
1577689151348277249,3495,272
1557722204485271552,4981,124
1549254188517179396,4985,163
1405201130456436745,3230,145
1558778843716268032,4963,89
1500657824397148160,4992,98
1543553786748489729,2941,83
4121190252,17,2
1524140828859412481,2665,110
1068908145659961345,4629,192
1529637984617697280,18,6
1564205748586172416,4893,244
1439516157090881541,0,125
1575169921793007616,680,131
1439481752582385666,2832,99
2899153964,1459,2458
1529225806538342400,2784,356
1073811605140336642,1679,1353
739143830155321344,1149,142
744961012944637952,0,233
1408454807803764740,4360,157
1477649568837693442,1396,212
1020170292285517824,3667,201
1422096864032137219,923,137
1288031288616656897,1280,33
1454256910266294276,4136,323
1502266077216006146,4588,190
2804110190,103,408
1543564894447972357,4196,132
117410517,3018,101
1537025757301465088,4999,125
880010670623739904,82,328
4501916373,4987,1359
756643027721027588,378,461
26676401,547,236
1509491289015799815,4878,165
1176048937930608640,3226,1520
413802355,1206,163881
1496865201127567363,4966,243
1404967593849495554,3955,361
1543558412167815168,2180,207
1576176099859795968,706,21
1444986834757378048,514,58
936269595463376896,329,228
1605306944,1473,1618
1363535500187893762,1359,100
1319293927468322816,4343,2880
1544226335467642880,3044,267
1221572608816107521,0,876
1544885584329486341,10,73
1535606153723334656,1328,67
1549251218677317633,2764,208
19718686,5051,4674
551218075,3674,1899
1604080410979627009,575,40
1283907160796131328,3101,741
1537995720464052225,2013,111
1529464645659918337,2814,546
712275041807933440,1064,469
1428571157712695304,4763,2573
1533275278633365506,2226,66
1552117014956634112,4970,258
1398223259464658944,3042,713
1349982364949049346,3348,404
1515652547679178752,0,197
1295576464683724800,2485,103
1453167666819047428,3809,554
1481821444640321538,225,35
1549312026253873152,4877,940
1475054457419284480,843,445
1561998749844484098,2999,40
1520682667938828289,12,835
1507836936584630282,4998,111
1487567129524072451,0,218
1483630034737057792,3734,140
1516081037679349765,4718,108
1363181200878100480,2669,2602
1442278632408305675,4563,382
2869080608,2410,1399
1558291781015326724,4035,210
1475669434677092352,3709,333
1500498744810565632,2413,318
1507272167687622657,3112,97
1249524349951864834,1114,428
1587192924,301,527
1543881187101327360,1217,676
